carName,brand,model,category,manufactureYear,licensePlate,price,count,status,color,specifications,imageUrl,warrantyPeriod,number_of_seats,fuel,gear
FORD TERRITORY TITANIUM X 2025,Territory,TERRITORY TITANIUM X 2025,Other,2025,,889000000,1,Available,White,,,12,5,Petrol,số tự động
FORD EVEREST TITANIUM 4X2 2025,Everest,EVEREST TITANIUM 4X2 2025,Other,2025,,1299000000,1,Available,Black,,,12,5,Diesel,số tự động
FORD EVETREST TITANIUM 4X4 2025,Everest,EVETREST TITANIUM 4X4 2025,Other,2025,,1468000000,1,Available,xám,,,12,5,Diesel,số tự động
FORD TERRITORY TITANIUM X 2025,Territory,TERRITORY TITANIUM X 2025,Other,2025,,889000000,1,Available,White,,,12,5,Petrol,số tự động
HONDA CR-V G 2025,CR-V,CR-V G 2025,Other,2025,,1029000000,1,Available,,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM MÀU BẠC,Coolray,COOLRAY PREMIUM MÀU BẠC,Other,2025,,578000000,1,Available,bạc,,,12,5,Petrol,số tự động
HYUNDAI CUSTIN TIÊU CHUẨN 2025 - ĐEN,Custin,CUSTIN TIÊU CHUẨN 2025 - ĐEN,Other,2025,,820000000,1,Available,Black,,,12,5,Petrol,số tự động
TOYOTA CAMRY 2025 ,Camry,CAMRY 2025,Other,2025,,1220000000,1,Available,,,,12,5,Petrol,số tự động
TOYOTA VELOZ CROSS CVT 2025 ,Veloz ,VELOZ CROSS CVT 2025,Other,2025,,638000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI I10 SEDAN MT 2025 - BẠC,i10,I10 SEDAN MT 2025 - BẠC,Sedan,2025,,380000000,1,Available,bạc,,,12,5,Petrol,Manual
HYUNDAI I10 HATCHBACK 2025 - TRẮNG,i10,I10 HATCHBACK 2025 - TRẮNG,Hatchback,2025,,435000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 1.6 TIÊU CHUẨN 2025 - ĐỎ,Elantra,ELANTRA 1.6 TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,579000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI CUSTIN 2.0T 2025 - TRẮNG,Custin,CUSTIN 2.0T 2025 - TRẮNG,Other,2025,,999000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI IONIQ 5 2025 - BẠC,EX8,IONIQ 5 2025 - BẠC,Other,2025,,1300000000,1,Available,bạc,,,12,5,Electric,số tự động
ALMERA CVT CAO CẤP,Almera,CVT CAO CẤP,Other,2025,,595000000,1,Available,,,,12,5,Petrol,số tự động
ALMERA V,Almera,V,Other,2025,,539000000,1,Available,,,,12,5,Petrol,số tự động
HYUNDAI IONIQ 5 2025 - BẠC,EX8,IONIQ 5 2025 - BẠC,Other,2025,,1300000000,1,Available,bạc,,,12,5,Electric,số tự động
ALMERA CVT CAO CẤP,Almera,CVT CAO CẤP,Other,2025,,595000000,1,Available,,,,12,5,Petrol,số tự động
ALMERA V,Almera,V,Other,2025,,539000000,1,Available,,,,12,5,Petrol,số tự động
NAVARA PRO4X,Navara,PRO4X,Other,2025,,970000000,1,Available,,,,12,5,Diesel,số tự động
NISSAN NAVARA VL,Navara,NAVARA VL,Other,2025,,945000000,1,Available,,,,12,5,Diesel,số tự động
GEELY COOLRAY STANDARD MAY BẠC NĂM 2025,Coolray,COOLRAY STANDARD MAY BẠC NĂM 2025,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
TOYOTA VELOZ CROSS 2025 ,Veloz Cross,VELOZ CROSS 2025,Other,2025,,638000000,1,Available,White,,,12,5,Petrol,số tự động
FORD TERRITORY TITANIUM 4X2AT 2025,Territory,TERRITORY TITANIUM 4X2AT 2025,Other,2025,,849000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY SPORT 4X2AT 2025,Territory,TERRITORY SPORT 4X2AT 2025,Other,2025,,869000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY TITANIUM X 4X2AT 2025,Territory,TERRITORY TITANIUM X 4X2AT 2025,Other,2025,,889000000,1,Available,,,,12,5,Petrol,số tự động
FORD EXPLORER 4X4AT 2025,Explorer,EXPLORER 4X4AT 2025,Other,2025,,2099000000,1,Available,,,,12,5,Petrol,số tự động
FORD TRANSIT TREND 4X2AT 2025,Transit,TRANSIT TREND 4X2AT 2025,Other,2025,,907000000,1,Available,,,,12,5,Diesel,Manual
FORD TRANSIT PREMIUM 4X2AT 2025,Transit,TRANSIT PREMIUM 4X2AT 2025,Other,2025,,999000000,1,Available,,,,12,5,Diesel,Manual
FORD TRANSIT PREMIUM+ 4X2AT,Transit,TRANSIT PREMIUM+ 4X2AT,Other,2025,,1091000000,1,Available,,,,12,5,Diesel,Manual
HYUNDAI ELANTRA 2.0 2025 - TRẮNG,Elantra,ELANTRA 2.0 2025 - TRẮNG,Other,2025,,699000000,1,Available,xám,,,12,5,Petrol,số tự động
FORD TRANSIT PREMIUM 4X2AT 2025,Transit,TRANSIT PREMIUM 4X2AT 2025,Other,2025,,999000000,1,Available,,,,12,5,Diesel,Manual
FORD TRANSIT PREMIUM+ 4X2AT,Transit,TRANSIT PREMIUM+ 4X2AT,Other,2025,,1091000000,1,Available,,,,12,5,Diesel,Manual
HYUNDAI ELANTRA 2.0 2025 - TRẮNG,Elantra,ELANTRA 2.0 2025 - TRẮNG,Other,2025,,699000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA 2.0 2025 - TRẮNG,Elantra,ELANTRA 2.0 2025 - TRẮNG,Other,2025,,699000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD MÀU BẠC NĂM 2025,Coolray,COOLRAY STANDARD MÀU BẠC NĂM 2025,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU XANH ,Coolray,COOLRAY FLAGSHIP MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
HYUNDAI STARGAZER X CAO CẤP 2025 - XÁM,Stargazer,STARGAZER X CAO CẤP 2025 - XÁM,Other,2025,,599000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA TIÊU CHUẨN 2025 - ĐỎ,Elantra,ELANTRA TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,579000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI ELANTRA TIÊU CHUẨN 2025 - TRẮNG,Elantra,ELANTRA TIÊU CHUẨN 2025 - TRẮNG,Other,2025,,579000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI SANTA FE CALLIGRAPHY 2025 - TRẮNG,Santa Fe,SANTA FE CALLIGRAPHY 2025 - TRẮNG,Other,2025,,1365000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM XÁM ,Coolray,COOLRAY PREMIUM XÁM,Other,2025,,578000000,1,Available,xám,,,12,5,Petrol,số tự động
TOYOTA LAND CRUISER PRADO 2025,Land Cruiser Prado,LAND CRUISER PRADO 2025,Other,2025,,3480000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA HILUX  2025 ,Hilux,HILUX 2025,Other,2025,,706000000,1,Available,Black,,,12,5,Diesel,số tự động
TOYOTA WIGO 2025 ,Wigo,WIGO 2025,Other,2025,,405000000,1,Available,bạc,,,12,5,Petrol,số tự động
TOYOTA COROLLA ALTIS 2025 ,Corolla Altis,COROLLA ALTIS 2025,Other,2025,,725000000,1,Available,Black,,,12,5,Petrol,số tự động
TOYOTA HILUX  2025 ,Hilux,HILUX 2025,Other,2025,,706000000,1,Available,Black,,,12,5,Diesel,số tự động
TOYOTA WIGO 2025 ,Wigo,WIGO 2025,Other,2025,,405000000,1,Available,bạc,,,12,5,Petrol,số tự động
TOYOTA COROLLA ALTIS 2025 ,Corolla Altis,COROLLA ALTIS 2025,Other,2025,,725000000,1,Available,Black,,,12,5,Petrol,số tự động
TOYOTA RAIZE 2025,Raize,RAIZE 2025,Other,2025,,510000000,1,Available,vàng,,,12,5,Petrol,số tự động
TOYOTA YARIS CROSS 2025 ,Yaris Cross,YARIS CROSS 2025,Other,2025,,650000000,1,Available,White,,,12,5,Petrol,số tự động
TOYOTA CAMRY 2025 ,Camry,CAMRY 2025,Other,2025,,1220000000,1,Available,xám,,,12,5,hybrid,số tự động
HYUNDAI CRETA 1.5 ĐẶC BIỆT 2025,Creta,CRETA 1.5 ĐẶC BIỆT 2025,Other,2025,,650000000,1,Available,Red,,,12,5,Petrol,số tự động
Mitsubishi Attrage 2025,Attrage,Attrage 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,Manual
Mitsubishi Outlander 2.0 CVT 2025,Outlander,Outlander 2.0 CVT 2025,Other,2025,,825000000,1,Available,Red,,,12,5,Petrol,số tự động
Mitsubishi All-New Triton 2025 ,Triton,All-New Triton 2025,Other,2025,,655000000,1,Available,cam,,,12,5,Diesel,số tự động
Mitsubishi Xpander 2025,Xpander,Xpander 2025,Other,2025,,560000000,1,Available,White,,,12,5,Petrol,số tự động
Mitsubishi Xforce 2025,Xforce ,Xforce 2025,Other,2025,,599000000,1,Available,vàng,,,12,5,Petrol,số tự động
Mitsubishi Xpander Cross 2025,Xpander Cross,Xpander Cross 2025,Other,2025,,698000000,1,Available,cam,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER PREMIUM - BẠC - NEW 2025,Xpander,XPANDER PREMIUM - BẠC - NEW 2025,Other,2025,,658000000,1,Available,bạc,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE ULTIMATE 1.5L MIVEC 2024,Xforce ,XFORCE ULTIMATE 1.5L MIVEC 2024,Other,2024,,705000000,1,Available,vàng,,,12,5,Petrol,số tự động
Mitsubishi Xpander Cross 2025,Xpander Cross,Xpander Cross 2025,Other,2025,,698000000,1,Available,cam,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER PREMIUM - BẠC - NEW 2025,Xpander,XPANDER PREMIUM - BẠC - NEW 2025,Other,2025,,658000000,1,Available,bạc,,,12,5,Petrol,số tự động
MITSUBISHI XFORCE ULTIMATE 1.5L MIVEC 2024,Xforce ,XFORCE ULTIMATE 1.5L MIVEC 2024,Other,2024,,705000000,1,Available,vàng,,,12,5,Petrol,số tự động
TRITON ATHLETE 2 CẦU TRẮNG - NEW 2025,Triton,ATHLETE 2 CẦU TRẮNG - NEW 2025,Other,2025,,924000000,1,Available,,,,12,5,Diesel,số tự động
TRITON ATHLETE 2 CẦU CAM - NEW 2025,Triton,ATHLETE 2 CẦU CAM - NEW 2025,Other,2025,,924000000,1,Available,cam,,,12,5,Diesel,số tự động
TRITON AT PREMIUM TRẮNG - NEW 2025,Triton,AT PREMIUM TRẮNG - NEW 2025,Other,2025,,782000000,1,Available,White,,,12,5,Diesel,số tự động
TRITON AT PREMIUM CAM - NEW 2025,Triton,AT PREMIUM CAM - NEW 2025,Other,2025,,782000000,1,Available,cam,,,12,5,Diesel,số tự động
TRITON AT PREMIUM ĐEN - NEW 2025,Triton,AT PREMIUM ĐEN - NEW 2025,Other,2025,,782000000,1,Available,Black,,,12,5,Diesel,số tự động
TRITON AT GLX ĐEN - NEW 2025,Triton,AT GLX ĐEN - NEW 2025,Other,2025,,655000000,1,Available,Black,,,12,5,Diesel,số tự động
TRITON AT GLX TRẮNG - NEW 2025,Triton,AT GLX TRẮNG - NEW 2025,Other,2025,,655000000,1,Available,White,,,12,5,Diesel,số tự động
FORD EVEREST PLATINIUM 2.0L 4X4,Everest,EVEREST PLATINIUM 2.0L 4X4,Other,2025,,1545000000,1,Available,bạc,,,12,5,Diesel,số tự động
TRITON AT GLX​ XÁM - NEW 2025,Triton,AT GLX​ XÁM - NEW 2025,Other,2025,,655000000,1,Available,xám,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM 2.0L 4X2 TRẮNG/ĐỎ CAM,Everest,EVEREST TITANIUM 2.0L 4X2 TRẮNG/ĐỎ CAM,Other,2025,,1306000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST SPORT AT 4X2 TRẮNG/ĐỎ CAM,Everest,EVEREST SPORT AT 4X2 TRẮNG/ĐỎ CAM,Other,2025,,1185000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST AMBIENTE AT 4X2,Everest,EVEREST AMBIENTE AT 4X2,Other,2025,,1099000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST TITANIUM 2.0L 4X2 TRẮNG/ĐỎ CAM,Everest,EVEREST TITANIUM 2.0L 4X2 TRẮNG/ĐỎ CAM,Other,2025,,1306000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST SPORT AT 4X2 TRẮNG/ĐỎ CAM,Everest,EVEREST SPORT AT 4X2 TRẮNG/ĐỎ CAM,Other,2025,,1185000000,1,Available,,,,12,5,Diesel,số tự động
FORD EVEREST AMBIENTE AT 4X2,Everest,EVEREST AMBIENTE AT 4X2,Other,2025,,1099000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER SPORT 6AT 4X4,Ranger,RANGER SPORT 6AT 4X4,Other,2025,,864000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER RAPTOR 4X4 2025 ĐỎ CAM/GHI XÁM,Ranger,RANGER RAPTOR 4X4 2025 ĐỎ CAM/GHI XÁM,Other,2025,,1306000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER RAPTOR 4X4 2025 ,Ranger,RANGER RAPTOR 4X4 2025,Other,2025,,1299000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER WILDTRAK 4X4 10AT - VÀNG LUX / ĐỎ CAM,Ranger,RANGER WILDTRAK 4X4 10AT - VÀNG LUX / ĐỎ CAM,Other,2025,,986000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER WILDTRAK 4X4 10AT,Ranger,RANGER WILDTRAK 4X4 10AT,Other,2025,,979000000,1,Available,Black,,,12,5,Diesel,số tự động
XPANDER CROSS NÂU - NEW 2025,Xpander,CROSS NÂU - NEW 2025,Other,2025,,698000000,1,Available,nâu,,,12,5,Petrol,số tự động
XPANDER CROSS ĐEN - NEW 2025,Xpander,CROSS ĐEN - NEW 2025,Other,2025,,698000000,1,Available,Black,,,12,5,Petrol,số tự động
FORD RANGER XLS 6AT 4X4 LED,Ranger,RANGER XLS 6AT 4X4 LED,Other,2025,,776000000,1,Available,,,,12,5,Diesel,số tự động
FORD RANGER XLS 6AT 4X2 LED,Ranger,RANGER XLS 6AT 4X2 LED,Other,2024,,707000000,1,Available,,,,12,5,Diesel,số tự động
XPANDER CROSS TRẮNG - NEW 2025,Xpander Cross,CROSS TRẮNG - NEW 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
FORD RANGER XL,Ranger,RANGER XL,Other,2025,,669000000,1,Available,,,,12,5,Diesel,Manual
FORD RANGER STORMTRAK,Ranger,RANGER STORMTRAK,Other,2025,,1039000000,1,Available,,,,12,5,Diesel,số tự động
XPANDER CROSS TRẮNG - NEW 2025,Xpander Cross,CROSS TRẮNG - NEW 2025,Other,2025,,698000000,1,Available,White,,,12,5,Petrol,số tự động
FORD RANGER XL,Ranger,RANGER XL,Other,2025,,669000000,1,Available,,,,12,5,Diesel,Manual
FORD RANGER STORMTRAK,Ranger,RANGER STORMTRAK,Other,2025,,1039000000,1,Available,,,,12,5,Diesel,số tự động
FORD TERRITORY TITANIUM X,Territory,TERRITORY TITANIUM X,Other,2025,,889000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER PREMIUM - ĐEN - NEW 2025,Xpander,XPANDER PREMIUM - ĐEN - NEW 2025,Other,2025,,658000000,1,Available,Black,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER PREMIUM - ĐỎ - NEW 2025,Xpander,XPANDER PREMIUM - ĐỎ - NEW 2025,Other,2025,,658000000,1,Available,Red,,,12,5,Petrol,số tự động
FORD TERRITORY SPORT,Territory,TERRITORY SPORT,Other,2025,,869000000,1,Available,,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER PREMIUM - TRẮNG - NEW 2025,Xpander,XPANDER PREMIUM - TRẮNG - NEW 2025,Other,2025,,658000000,1,Available,White,,,12,5,Petrol,số tự động
FORD TERRITORY TITANIUM ,Territory,TERRITORY TITANIUM,Other,2025,,849000000,1,Available,,,,12,5,Petrol,số tự động
FORD TERRITORY TREND TRẮNG,Territory,TERRITORY TREND TRẮNG,Other,2025,,759000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT XÁM BẠC- NEW 2025,Xpander,XPANDER AT XÁM BẠC- NEW 2025,Other,2025,,598000000,1,Available,xám,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT TRẮNG - NEW 2025,Xpander,XPANDER AT TRẮNG - NEW 2025,Other,2025,,598000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI XPANDER AT ĐEN - NEW 2025,Xpander,XPANDER AT ĐEN - NEW 2025,Other,2025,,598000000,1,Available,Black,,,12,5,Petrol,số tự động
FORD TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM+ 18 CHỖ,Transit,TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM+ 18 CHỖ,Other,2025,,1091000000,1,Available,bạc,,,12,5,Diesel,Manual
FORD TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM16 CHỖ,Transit,TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM16 CHỖ,Other,2025,,999000000,1,Available,White,,,12,5,Diesel,Manual
MITSUBISHI XPANDER AT ĐEN - NEW 2025,Xpander,XPANDER AT ĐEN - NEW 2025,Other,2025,,598000000,1,Available,Black,,,12,5,Petrol,số tự động
FORD TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM+ 18 CHỖ,Transit,TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM+ 18 CHỖ,Other,2025,,1091000000,1,Available,bạc,,,12,5,Diesel,Manual
FORD TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM16 CHỖ,Transit,TRANSIT HOÀN TOÀN MỚI - BẢN PREMIUM16 CHỖ,Other,2025,,999000000,1,Available,White,,,12,5,Diesel,Manual
MITSUBISHI ATTRAGE CVT PREMIUM 2025,Attrage,ATTRAGE CVT PREMIUM 2025,Other,2025,,490000000,1,Available,White,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE CVT 2025,Attrage,ATTRAGE CVT 2025,Other,2025,,465000000,1,Available,Red,,,12,5,Petrol,số tự động
FORD TRANSIT HOÀN TOÀN MỚI BẢN TREND 16 CHỖ,Transit,TRANSIT HOÀN TOÀN MỚI BẢN TREND 16 CHỖ,Other,2025,,907000000,1,Available,White,,,12,5,Diesel,Manual
MITSUBISHI ATTRAGE MT XÁM - NEW 2025,Attrage,ATTRAGE MT XÁM - NEW 2025,Other,2025,,380000000,1,Available,xám,,,12,5,Petrol,Manual
 Toyota Vios 1.5G CVT 2025,Vios,Vios 1.5G CVT 2025,Other,2025,,545000000,1,Available,White,,,12,5,Petrol,số tự động
Toyota Vios 1.5E CVT 2025,Vios,Vios 1.5E CVT 2025,Other,2025,,488000000,1,Available,White,,,12,5,Petrol,số tự động
Toyota Vios 1.5E MT 2025 ,Vios,Vios 1.5E MT 2025,Other,2025,,458000000,1,Available,White,,,12,5,Petrol,Manual
HYUNDAI ELANTRA 1.6AT TIÊU CHUẨN 2025 TRẮNG,Elantra,ELANTRA 1.6AT TIÊU CHUẨN 2025 TRẮNG,Other,2024,,549000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI CUSTIN 1.5T 2025 TRẮNG,Custin,CUSTIN 1.5T 2025 TRẮNG,Other,2025,,810000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI PALISADE PRESTIGE 2025 TRẮNG,Palisade,PALISADE PRESTIGE 2025 TRẮNG,Other,2025,,1441000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD MÀU BẠC,Coolray,COOLRAY STANDARD MÀU BẠC,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU XÁM,Coolray,COOLRAY FLAGSHIP MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI PALISADE PRESTIGE 2025 TRẮNG,Palisade,PALISADE PRESTIGE 2025 TRẮNG,Other,2025,,1441000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD MÀU BẠC,Coolray,COOLRAY STANDARD MÀU BẠC,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU XÁM,Coolray,COOLRAY FLAGSHIP MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI CRETA ĐẶC BIỆT 2025 - XÁM,Creta,CRETA ĐẶC BIỆT 2025 - XÁM,Other,2025,,690000000,1,Available,xám,,,12,5,Petrol,số tự động
HYUNDAI TUCSON TIÊU CHUẨN 2025 - ĐỎ,Tucson,TUCSON TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,769000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI TUCSON TIÊU CHUẨN 2025 - TRẮNG,Tucson,TUCSON TIÊU CHUẨN 2025 - TRẮNG,Other,2025,,769000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI CRETA ĐẶC BIỆT 2025 - ĐEN,Creta,CRETA ĐẶC BIỆT 2025 - ĐEN,Other,2025,,690000000,1,Available,Black,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XANH,Coolray,COOLRAY FLAGSHIP 2025 MÀU XANH,Other,2025,,628000000,1,Available,xanh,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP 2025 MÀU XÁM,Coolray,COOLRAY FLAGSHIP 2025 MÀU XÁM,Other,2025,,628000000,1,Available,xám,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU ĐỎ,Coolray,COOLRAY STANDAR 2025 MÀU ĐỎ,Other,2025,,538000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU ĐEN,Coolray,COOLRAY PREMIUM 2025 MÀU ĐEN,Other,2025,,578000000,1,Available,Black,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDAR 2025 MÀU TRẮNG,Coolray,COOLRAY STANDAR 2025 MÀU TRẮNG,Other,2025,,538000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU CAM,Coolray,COOLRAY PREMIUM 2025 MÀU CAM,Other,2025,,578000000,1,Available,cam,,,12,5,Petrol,số tự động
Toyota Camry 2.5 HEV Mid 2025 - Màu Trắng,Camry,Camry 2.5 HEV Mid 2025 - Màu Trắng,Other,2025,,1460000000,1,Available,White,,,12,5,hybrid,số tự động
HYUNDAI VENUE TIÊU CHUẨN 2025 - ĐỎ,Venue,VENUE TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,499000000,1,Available,Red,,,12,5,Petrol,số tự động
GEELY COOLRAY PREMIUM 2025 MÀU CAM,Coolray,COOLRAY PREMIUM 2025 MÀU CAM,Other,2025,,578000000,1,Available,cam,,,12,5,Petrol,số tự động
Toyota Camry 2.5 HEV Mid 2025 - Màu Trắng,Camry,Camry 2.5 HEV Mid 2025 - Màu Trắng,Other,2025,,1460000000,1,Available,White,,,12,5,hybrid,số tự động
HYUNDAI VENUE TIÊU CHUẨN 2025 - ĐỎ,Venue,VENUE TIÊU CHUẨN 2025 - ĐỎ,Other,2025,,499000000,1,Available,Red,,,12,5,Petrol,số tự động
HYUNDAI ACCENT 2024 CAO CẤP - GHI VÀNG,Accent,ACCENT 2024 CAO CẤP - GHI VÀNG,Other,2024,,569000000,1,Available,vàng,,,12,5,Petrol,số tự động
MITSUBISHI ATTRAGE MT - 2025,Attrage,ATTRAGE MT - 2025,Other,2025,,380000000,1,Available,White,,,12,5,Petrol,Manual
HYUNDAI ACCENT 1.5AT CAO CẤP 2025,Accent,ACCENT 1.5AT CAO CẤP 2025,Other,2025,,569000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY FLAGSHIP MÀU TRẮNG ,Coolray,COOLRAY FLAGSHIP MÀU TRẮNG,Other,2025,,628000000,1,Available,White,,,12,5,Petrol,số tự động
GEELY COOLRAY STANDARD 2025 MÀU BẠC,Coolray,COOLRAY STANDARD 2025 MÀU BẠC,Other,2025,,538000000,1,Available,bạc,,,12,5,Petrol,số tự động
HYUNDAI VENUE 1.0 T-GDi 2025,Venue,VENUE 1.0 T-GDi 2025,Other,2025,,539000000,1,Available,White,,,12,5,Petrol,số tự động
HYUNDAI PALISADE 2.2D PRESTIGE 2024,Santa Fe,PALISADE 2.2D PRESTIGE 2024,Other,2024,,1589000000,1,Available,White,,,12,5,Diesel,số tự động
Ford Transit Cứu Thương màu trắng 2025,Transit,Transit Cứu Thương màu trắng 2025,Other,2025,,1050000000,1,Available,White,,,12,5,Diesel,Manual
Ford Territory Sport màu trắng 2025,Territory,Territory Sport màu trắng 2025,Other,2025,,869000000,1,Available,White,,,12,5,Petrol,số tự động
